token,farmerline_count,phoneme_dataset_count,in_farmerline,in_phoneme_dataset,unicode_name,unicode_category
mekaeɛ?,0,1,False,True,,
mekasa,0,1,False,True,,
mekyerɛ,0,4,False,True,,
mekyerɛɛ,0,2,False,True,,
mekyɛre,0,1,False,True,,
mekɔ,1,0,True,False,,
mekɔɔ,2,0,True,False,,
mekɔɔyɛ,1,0,True,False,,
mema,0,4,False,True,,
memaa,0,4,False,True,,
memfa,1,1,True,True,,
memfata,1,0,True,False,,
memfiri,0,1,False,True,,
memma,1,0,True,False,,
mempa,1,0,True,False,,
mempɛ,1,2,True,True,,
menahem,0,1,False,True,,
menam,0,1,False,True,,
"menam,",0,1,False,True,,
mene,1,6,True,True,,
menie.,0,1,False,True,,
menim,0,4,False,True,,
menka,1,0,True,False,,
menkyerɛ,0,1,False,True,,
menkɔ,1,1,True,True,,
menni,0,7,False,True,,
mennom,0,1,False,True,,
mennya,2,0,True,False,,
mennye,0,1,False,True,,
mensoma,0,1,False,True,,
mensɔre,0,1,False,True,,
mentena,0,1,False,True,,
mento,0,1,False,True,,
mentumi,0,2,False,True,,
mentwɛn,1,0,True,False,,
menyane,0,1,False,True,,
menyaneeɛ.,0,1,False,True,,
menyɛ,1,0,True,False,,
mepawkyɛw,1,0,True,False,,
mepene,0,1,False,True,,
meporeporee,0,1,False,True,,
mepɛ,2,2,True,True,,
"mepɛ,",0,1,False,True,,
merari,0,2,False,True,,
mereba,0,1,False,True,,
merebrɛ,0,1,False,True,,
merebubu,0,1,False,True,,
merebue,0,1,False,True,,
merebɔ,0,2,False,True,,
merebɛka,0,1,False,True,,
merebɛkum,0,1,False,True,,
merebɛyɛ,0,1,False,True,,
merehwanyan,0,1,False,True,,
mereka,0,1,False,True,,
merekɔ,0,1,False,True,,
merema,0,1,False,True,,
meremma,0,1,False,True,,
merenhunu,0,1,False,True,,
merennya,0,1,False,True,,
merensɛe,0,1,False,True,,
merentie,0,2,False,True,,
merentua,0,1,False,True,,
merentumi,0,1,False,True,,
merentɔ,0,1,False,True,,
merenyane,0,1,False,True,,
merepam,0,1,False,True,,
meresiane,0,1,False,True,,
meresoma,0,1,False,True,,
meretwerɛ,0,1,False,True,,
meriba,2,0,True,False,,
mese,0,2,False,True,,
mese:,0,1,False,True,,
mesenee,0,1,False,True,,
mesi,0,1,False,True,,
mesom,0,2,False,True,,
mesrɛ,1,7,True,True,,
mesrɛɛ,0,1,False,True,,
mesu,0,2,False,True,,
mesuafɔ,1,0,True,False,,
mesuro,0,3,False,True,,
mete,0,2,False,True,,
meteam,0,1,False,True,,
"meteam,",0,1,False,True,,
metee,1,3,True,True,,
metoo,0,1,False,True,,
metreaase,1,0,True,False,,
metu,0,2,False,True,,
metu.,0,1,False,True,,
metua,0,1,False,True,,
metumi,5,0,True,False,,
metwerɛ,2,1,True,True,,
metwerɛɛ,0,1,False,True,,
metɔ,1,0,True,False,,
mewu,1,0,True,False,,
mewɔ,0,5,False,True,,
meyere,1,0,True,False,,
meyii,0,1,False,True,,
meyɛ,1,10,True,True,,
meyɛɛ,1,5,True,True,,
mfa,4,9,True,True,,
mfaso,3,0,True,False,,
mfasoɔ,3,0,True,False,,
mfasoɔ.,0,1,False,True,,
mfataho,2,0,True,False,,
mfatoho,7,0,True,False,,
mfe,4,0,True,False,,
mfee,1,0,True,False,,
mfefɛeɛ,0,1,False,True,,
"mfenaa,",0,2,False,True,,
mfeɛ,10,10,True,True,,
mfi,3,0,True,False,,
mfi;,0,1,False,True,,
mfie,2,0,True,False,,
mfifiri,1,0,True,False,,
"mfifirii,",0,1,False,True,,
mfimfini,2,2,True,True,,
mfimfini.,0,1,False,True,,
mfimfini;,0,1,False,True,,
mfiri,3,20,True,True,,
mfirii,0,2,False,True,,
mfirinhyia,0,8,False,True,,
mfitiaseɛ,1,3,True,True,,
mfo,1,0,True,False,,
mfomsoɔ,3,0,True,False,,
mfoni,7,0,True,False,,
mfonini,7,1,True,True,,
mfonyin,1,0,True,False,,
mfrafraeɛ,0,1,False,True,,
"mfrafraeɛ,",0,1,False,True,,
mfrafraeɛ.,0,1,False,True,,
mframa,1,8,True,True,,
mframan,1,0,True,False,,
mframanfoɔ,1,0,True,False,,
mfrɛ,0,2,False,True,,
mfuturo,0,2,False,True,,
mfɛfo,1,0,True,False,,
mfɛfoɔ,1,0,True,False,,
mfɛre,0,1,False,True,,
miamiaa,0,2,False,True,,
mibisaa,1,0,True,False,,
"mibsam,",0,1,False,True,,
mibue,1,0,True,False,,
midianfoɔ,0,1,False,True,,
midianfoɔ.,0,1,False,True,,
mienu,1,0,True,False,,
migdol,0,1,False,True,,
mihu,1,0,True,False,,
mihunu,1,0,True,False,,
mika,1,1,True,True,,
mikaia,0,1,False,True,,
mikal,0,1,False,True,,
mikɔsuaa,1,0,True,False,,
miles,1,0,True,False,,
military,1,0,True,False,,
millions,1,0,True,False,,
minim,2,0,True,False,,
minya,2,0,True,False,,
"misma,",0,1,False,True,,
misraim,0,9,False,True,,
"misraim,",0,2,False,True,,
misraim.,0,1,False,True,,
misraimhene,0,2,False,True,,
miɛnu,1,0,True,False,,
mma,32,91,True,True,,
mma!,0,1,False,True,,
"mma,",0,6,False,True,,
mma.,0,3,False,True,,
mma:,0,3,False,True,,
mmaa,10,6,True,True,,
"mmaa,",0,1,False,True,,
mmaa.,0,1,False,True,,
mmaabun,1,0,True,False,,
mmaako,0,5,False,True,,
"mmaako,",0,1,False,True,,
mmabaa,0,1,False,True,,
mmabaaberɛ,0,1,False,True,,
mmabanin,0,2,False,True,,
mmae,2,0,True,False,,
mmakan,0,4,False,True,,
mmammaa,0,2,False,True,,
"mmammaa,",0,2,False,True,,
mmammaa.,0,1,False,True,,
mmammarima,0,4,False,True,,
mman,1,0,True,False,,
mmananom,1,0,True,False,,
mmanaresusɛm,1,0,True,False,,
mmaninsɛm.,0,1,False,True,,
mmaninyɛ,0,1,False,True,,
"mmansere,",0,1,False,True,,
mmapɔmma,0,5,False,True,,
mmapɔmma.,0,1,False,True,,
mmara,9,16,True,True,,
"mmara,",0,1,False,True,,
mmaransɛm,1,0,True,False,,
mmarasudie,1,0,True,False,,
mmarato,0,2,False,True,,
mmarima,8,12,True,True,,
"mmarima,",0,1,False,True,,
mmarima:,0,1,False,True,,
mmasoɔ,0,1,False,True,,
mmasuo,0,1,False,True,,
mmati,0,1,False,True,,
mmatiri,0,2,False,True,,
mmea,1,0,True,False,,
mmeamu,0,2,False,True,,
"mmeamu,",0,1,False,True,,
mmebuo,0,1,False,True,,
mmebusɛm,4,0,True,False,,
mmepɔ,0,7,False,True,,
mmerante,1,0,True,False,,
mmeranteɛ,1,2,True,True,,
mmere,0,1,False,True,,
mmerewa,0,2,False,True,,
mmerɔyɛ,2,0,True,False,,
mmerɛ,7,2,True,True,,
mmerɛsantisanti,1,0,True,False,,
mmerɛyɛ,1,1,True,True,,
mmesa,1,0,True,False,,
mmfiri,0,2,False,True,,
mmiensa,7,0,True,False,,
mmienu,58,19,True,True,,
"mmienu,",0,3,False,True,,
mmienu.,0,2,False,True,,
mminsa,1,0,True,False,,
mmirekyie,0,1,False,True,,
mmirika,0,3,False,True,,
"mmirika,",0,1,False,True,,
mmirikatufuɔ,2,0,True,False,,
mmiɛnsa,44,3,True,True,,
"mmiɛnsa,",0,3,False,True,,
mmiɛsa,1,0,True,False,,
mmo,2,0,True,False,,
mmoa,12,12,True,True,,
"mmoa,",0,1,False,True,,
mmobomu,0,1,False,True,,
mmobɔeɛ,0,1,False,True,,
mmofra,2,0,True,False,,
mmofrase,1,0,True,False,,
mmom,21,15,True,True,,
"mmom,",0,1,False,True,,
mmoroso,0,1,False,True,,
mmorɔno,0,1,False,True,,
mmotafowa,0,1,False,True,,
mmotire,0,1,False,True,,
mmra,3,3,True,True,,
mmrante,1,0,True,False,,
mmrantie,1,0,True,False,,
mmrasɛm,1,0,True,False,,
mmrɛ,0,2,False,True,,
mmu,3,4,True,True,,
mmua,0,1,False,True,,
mmuadadie,0,1,False,True,,
mmuano,0,2,False,True,,
mmubu,0,1,False,True,,
mmuemu,1,0,True,False,,
mmuruburo.,0,1,False,True,,
mmusua,0,3,False,True,,
"mmusua,",0,1,False,True,,
mmusuakuo,0,2,False,True,,
mmusuakuo.,0,1,False,True,,
mmusuo,0,3,False,True,,
mmuɔne,1,0,True,False,,
mmɔ,1,2,True,True,,
mmɔborɔ,2,0,True,False,,
mmɔborɔfoɔ.,0,1,False,True,,
mmɔborɔhunfoɔ,1,0,True,False,,
mmɔborɔhunu,0,5,False,True,,
mmɔborɔni,0,2,False,True,,
mmɔbɔ,1,0,True,False,,
"mmɔbɔ,",0,3,False,True,,
mmɔbɔ;,0,1,False,True,,
mmɔden,9,2,True,True,,
mmɔdeɛ,1,0,True,False,,
mmɔfra,1,3,True,True,,
"mmɔfraase,",0,1,False,True,,
mmɔntene,0,1,False,True,,
mmɔre,0,1,False,True,,
mmɔreka.,0,1,False,True,,
mmɛ,0,2,False,True,,
mmɛ.,0,1,False,True,,
mmɛbua,0,1,False,True,,
mmɛma,0,1,False,True,,
"mmɛmma,",0,1,False,True,,
mmɛn,0,2,False,True,,
mmɛn.,0,1,False,True,,
mmɛsi,0,1,False,True,,
mmɛwa,0,1,False,True,,
mnyɛ,1,0,True,False,,
mo,29,171,True,True,,
"mo,",0,9,False,True,,
mo.,0,3,False,True,,
mo:,0,1,False,True,,
mo;,0,2,False,True,,
moab,0,11,False,True,,
"moab,",0,1,False,True,,
moabfoɔ,0,1,False,True,,
moabni,0,1,False,True,,
moadamhu,1,0,True,False,,
moadane,0,1,False,True,,
moadi,0,1,False,True,,
moahunu,0,1,False,True,,
moahunu.,0,1,False,True,,
moahwɛ,0,1,False,True,,
moahyira,0,1,False,True,,
moakɔ,0,2,False,True,,
moamfa,0,1,False,True,,
moanim,1,0,True,False,,
moankasa,1,0,True,False,,
moankye,0,1,False,True,,
moannante,0,1,False,True,,
moantie,0,1,False,True,,
moanyɛ,0,1,False,True,,
moasan,1,0,True,False,,
moasane,0,1,False,True,,
moasi,0,1,False,True,,
moate,0,4,False,True,,
moatu,0,1,False,True,,
moawu,1,0,True,False,,
moayi,0,1,False,True,,
moayɛ,1,3,True,True,,
mobdi,1,0,True,False,,
mobu,1,0,True,False,,
mobua,0,1,False,True,,
mobɛbu,0,1,False,True,,
mobɛdi,0,1,False,True,,
mobɛfa,0,1,False,True,,
mobɛfiri,0,1,False,True,,
mobɛhunu,1,2,True,True,,
"mobɛnanteɛ,",0,1,False,True,,
mobɛsu,0,1,False,True,,
mobɛtena,0,2,False,True,,
mobɛtontɔn,0,1,False,True,,
mobɛtumi,1,0,True,False,,
mobɛtwentwɛn,0,1,False,True,,
moda,1,1,True,True,,
modane,0,1,False,True,,
mode,0,9,False,True,,
modi,0,2,False,True,,
modii,0,1,False,True,,
modwene,1,0,True,False,,
mofa,0,2,False,True,,
mofaa,0,1,False,True,,
mofam,1,0,True,False,,
mofira,0,1,False,True,,
mogorɔ?,0,1,False,True,,
mogya,1,3,True,True,,
"mogya,",0,1,False,True,,
mogyinagyina,0,1,False,True,,
mohunu,0,2,False,True,,
moka,0,1,False,True,,
mokaeɛ,0,1,False,True,,
mokenkan,2,0,True,False,,
mokum,0,1,False,True,,
mokɔ,0,1,False,True,,
molok,0,1,False,True,,
momfa,0,7,False,True,,
momfom,0,2,False,True,,
momforo,0,1,False,True,,
momiaa,0,1,False,True,,
momma,12,8,True,True,,
mommfa,0,2,False,True,,
mommia,0,2,False,True,,
mommisaa,0,1,False,True,,
mommma,0,5,False,True,,
mommra,0,2,False,True,,
mommrɛ,0,1,False,True,,
mommu,0,1,False,True,,
mommɔ,1,1,True,True,,
mommɛka,0,1,False,True,,
mompa,0,2,False,True,,
mompae,0,1,False,True,,
mone,0,1,False,True,,
monfa,1,0,True,False,,
monfrɛ,1,0,True,False,,
monhu,0,1,False,True,,
monhunu,0,4,False,True,,
monhwe,0,1,False,True,,
monhwehwɛ,0,2,False,True,,
monhwim,0,1,False,True,,
monhwɛ,0,3,False,True,,
"monhwɛ,",0,2,False,True,,
monhyia,0,1,False,True,,
monhyɛ,0,1,False,True,,
monim,0,1,False,True,,
monka,0,3,False,True,,
monkae,1,3,True,True,,
monkarii?,0,1,False,True,,
monkyea,0,1,False,True,,
monkyire,0,1,False,True,,
monkɔ,0,5,False,True,,
monkɔnkɔyɛ,1,0,True,False,,
monkɔsiesie!,0,1,False,True,,
monmɔ,1,0,True,False,,
monna,1,0,True,False,,
monne,3,0,True,False,,
monnhwanyane,0,1,False,True,,
monnhwehwɛ,0,1,False,True,,
monni,0,5,False,True,,
monnie.,0,1,False,True,,
monnim,1,0,True,False,,
monnka,0,1,False,True,,
monnkɔ,0,1,False,True,,
monnni,0,2,False,True,,
"monnni,",0,1,False,True,,
monnnua,0,1,False,True,,
monnnyane,0,1,False,True,,
monnsi,0,1,False,True,,
monnsisi,0,1,False,True,,
monnsua,0,1,False,True,,
monnsuro,0,1,False,True,,
monnsuro!,0,1,False,True,,
monntwam,0,1,False,True,,
monnwerɛ,0,1,False,True,,
"monnwerɛ,",0,1,False,True,,
monnwerɛ.,0,1,False,True,,
monnya,0,3,False,True,,
monnyae,1,0,True,False,,
monnyaye,1,0,True,False,,
monnye,0,1,False,True,,
monnyɛ,0,2,False,True,,
monnɔ,0,1,False,True,,
monsakra,1,0,True,False,,
monsi,0,1,False,True,,
monsu,0,1,False,True,,
monsua,1,0,True,False,,
monsɔre,0,1,False,True,,
"monsɔre,",0,1,False,True,,
montane,0,1,False,True,,
montena,0,1,False,True,,
montenatena,0,1,False,True,,
montie,0,2,False,True,,
montie!,0,1,False,True,,
"montie,",0,2,False,True,,
monto,0,1,False,True,,
montu,0,1,False,True,,
montutu,0,1,False,True,,
montwa,0,2,False,True,,
montwe,0,1,False,True,,
monwenwene,0,1,False,True,,
monwɛn,0,1,False,True,,
monya,1,1,True,True,,
monyaa,0,1,False,True,,
monyi,0,3,False,True,,
monyɛ,1,4,True,True,,
monyɛne,0,1,False,True,,
mopɛ,0,1,False,True,,
mordekai,0,3,False,True,,
morehwehwɛ,0,1,False,True,,
morekorɔ,0,1,False,True,,
moremmua,0,1,False,True,,
morennye,0,1,False,True,,
morentena,0,1,False,True,,
moretwa,0,1,False,True,,
moreyɛ,0,1,False,True,,
mose,4,20,True,True,,
"mose,",0,1,False,True,,
mose.,0,1,False,True,,
mose;,0,1,False,True,,
mosua,1,0,True,False,,
mote,0,1,False,True,,
moteeɛ,0,1,False,True,,
motete,0,1,False,True,,
moteɛ,0,1,False,True,,
motontɔn,0,1,False,True,,
motwɛn,0,1,False,True,,
mowɔ,1,1,True,True,,
moyɛ,3,4,True,True,,
mpa,3,2,True,True,,
mpaboa,0,1,False,True,,
mpae,9,2,True,True,,
mpaebɔ,3,3,True,True,,
"mpaebɔ,",0,1,False,True,,
mpaebɔ.,0,1,False,True,,
mpaepaemu,1,1,True,True,,
mpaepaeɛ,0,1,False,True,,
mpaeɛ,4,4,True,True,,
"mpaeɛ,",0,2,False,True,,
mpaeɛ.,0,2,False,True,,
mpamfo,1,0,True,False,,
mpampuru,1,0,True,False,,
mpanimfie,0,3,False,True,,
mpanimfoɔ,0,8,False,True,,
"mpanimfoɔ,",0,2,False,True,,
mpanin,1,2,True,True,,
mpaninfoɔ,3,0,True,False,,
mpanoo,1,0,True,False,,
mpanyimfo,1,0,True,False,,
mpanyimfoɔ,4,0,True,False,,
mpanyinfo,1,0,True,False,,
mpanyinfoɔ,1,0,True,False,,
mpaperɛ,0,3,False,True,,
mpapo,0,2,False,True,,
mpata,1,5,True,True,,
mpataa.,0,1,False,True,,
mpataeyie,1,0,True,False,,
mpataku,0,1,False,True,,
mpem,6,8,True,True,,
mpemahasa,0,1,False,True,,
"mpemdunum,",0,1,False,True,,
mpemha,0,3,False,True,,
mpemnson,0,1,False,True,,
mpempem,3,0,True,False,,
mpena,0,1,False,True,,
mpene,0,1,False,True,,
mpete,0,1,False,True,,
mpia,0,1,False,True,,
mpiakyire,0,1,False,True,,
mpim,1,0,True,False,,
mpini,0,1,False,True,,
mpintin,0,1,False,True,,
mpire,0,1,False,True,,
mpo,23,10,True,True,,
mpo.,0,1,False,True,,
"mpoano,",0,1,False,True,,
mpoano.,0,1,False,True,,
"mpoanofoɔ,",0,1,False,True,,
mpoma,0,1,False,True,,
mpomma,0,2,False,True,,
mponkyerɛne,0,1,False,True,,
mpopo,0,1,False,True,,
mprakokuo,0,1,False,True,,
mprempren,1,0,True,False,,
mprenu,0,1,False,True,,
mprenu.,0,1,False,True,,
mprɛ,0,1,False,True,,
mprɛnsa,0,2,False,True,,
mprɛnson.,0,1,False,True,,
mpɔko,1,0,True,False,,
mpɔmpɔ,0,1,False,True,,
mpɔtam,1,0,True,False,,
mpɛ,1,1,True,True,,
mpɛn,4,0,True,False,,
mpɛsɛmpɛsɛ,0,1,False,True,,
"mpɛtea,",0,1,False,True,,
mpɛɛwa,0,2,False,True,,
mra,1,0,True,False,,
mtim,1,0,True,False,,
mu,274,244,True,True,,
mu!,0,3,False,True,,
"mu,",0,86,False,True,,
mu.,0,72,False,True,,
mu:,0,5,False,True,,
mu;,0,14,False,True,,
mu?,0,3,False,True,,
mua,0,2,False,True,,
mufoɔ,2,2,True,True,,
mum,1,0,True,False,,
mununkum,0,5,False,True,,
musi,0,1,False,True,,
mɔ,1,0,True,False,,
mɔtohɔ,1,0,True,False,,
mɛ,1,0,True,False,,
mɛba,0,2,False,True,,
mɛbaeɛ,1,0,True,False,,
mɛboa,0,1,False,True,,
mɛbu,0,2,False,True,,
mɛbua,0,1,False,True,,
mɛbɔ,1,1,True,True,,
mɛdi,0,1,False,True,,
mɛfa,1,0,True,False,,
mɛfrɛ,0,1,False,True,,
mɛhu,0,3,False,True,,
mɛhwie,0,2,False,True,,
mɛhwɛ,0,1,False,True,,
mɛka,1,0,True,False,,
mɛka.,0,1,False,True,,
mɛma,0,11,False,True,,
mɛne,1,0,True,False,,
mɛnyane,0,1,False,True,,
mɛsiesie,0,1,False,True,,
mɛsom,0,1,False,True,,
mɛtena,0,2,False,True,,
mɛtete,0,1,False,True,,
mɛto,0,3,False,True,,
mɛtumi,1,0,True,False,,
mɛtwe,0,2,False,True,,
mɛtwɛn,0,1,False,True,,
mɛtɔ,1,0,True,False,,
mɛware,1,0,True,False,,
mɛwie,0,1,False,True,,
mɛwu.,0,1,False,True,,
mɛyi,0,1,False,True,,
mɛyɛ,2,5,True,True,,
"mɛyɛ,",0,1,False,True,,
mɛyɛ.,0,1,False,True,,
n'abrabɔ,1,0,True,False,,
n'adaemone,2,0,True,False,,
n'agya,1,0,True,False,,
n'ahennwa,1,0,True,False,,
n'akokodru,1,0,True,False,,
n'ani,2,0,True,False,,
n'anim,2,0,True,False,,
n'ankasa,1,0,True,False,,
n'asetena,1,0,True,False,,
n'asomfoɔ,1,0,True,False,,
n'asɔmfo,1,0,True,False,,
n'asɛdeɛ,1,0,True,False,,
n'asɛm,3,0,True,False,,
n'atie,1,0,True,False,,
n'atɛntrenee,1,0,True,False,,
n'ebinom,1,0,True,False,,
n'ntam,1,0,True,False,,
na,627,1424,True,True,,
na.,0,2,False,True,,
naaman.,0,1,False,True,,
nabal,1,1,True,True,,
nabamu,1,0,True,False,,
nabasa,0,1,False,True,,
naboseaa.,0,1,False,True,,
nabosonhunu,0,1,False,True,,
nabrabɔ,1,0,True,False,,
nabufuhyeɛ,0,1,False,True,,
nabufuo,0,1,False,True,,
nadagya,0,2,False,True,,
nadamfo,1,0,True,False,,
nade,1,0,True,False,,
nadeshda,1,0,True,False,,
nadeɛ.,0,3,False,True,,
nadifire,0,1,False,True,,
nadom,0,1,False,True,,
nadum,0,2,False,True,,
nadwen,3,0,True,False,,
nadwene,6,0,True,False,,
nadwuma,2,3,True,True,,
nadɔeɛ,0,3,False,True,,
nafa.,0,1,False,True,,
"nafanu,",0,1,False,True,,
nafasuo,0,1,False,True,,
nafis,0,1,False,True,,
naforoeɛ,0,1,False,True,,
naftali,0,3,False,True,,
nafunumu,0,1,False,True,,
nagya,1,10,True,True,,
nagyanom,0,4,False,True,,
nagyinatuo.,0,1,False,True,,
nahantan,0,1,False,True,,
nahason,0,1,False,True,,
nahennie,0,3,False,True,,
nahodwira,0,1,False,True,,
nahofadie,1,0,True,False,,
nahohiahiafoɔ,0,1,False,True,,
nahokyerɛ.,0,1,False,True,,
nahosene,0,3,False,True,,
nahotefoɔ,1,1,True,True,,
nahoɔden,0,3,False,True,,
nahoɔfɛ,0,1,False,True,,
nahyeɛ,0,2,False,True,,
nahyɛdeɛ,0,1,False,True,,
nakoa,0,1,False,True,,
nakofoɔ,0,1,False,True,,
nakoma,0,3,False,True,,
nakomam,0,1,False,True,,
nakronkronfoɔ,0,1,False,True,,
nakwan,1,2,True,True,,
nakyi,3,1,True,True,,
nakyi.,0,2,False,True,,
nakyiri,0,1,False,True,,
nakɔnnɔ,1,0,True,False,,
nam,5,6,True,True,,
"nam,",0,2,False,True,,
namfo,1,0,True,False,,
namo,1,0,True,False,,
nampo,1,0,True,False,,
namumuyɛ,0,1,False,True,,
nan,15,12,True,True,,
"nan,",0,1,False,True,,
nana,0,1,False,True,,
nananmu,1,0,True,False,,
nananom,0,1,False,True,,
nani,5,10,True,True,,
nani.,0,1,False,True,,
nanigye,1,0,True,False,,
nanim,0,3,False,True,,
"nanim,",0,3,False,True,,
nanim.,0,2,False,True,,
naninyanneɛ,0,1,False,True,,
nankɔbeafoɔ,0,1,False,True,,
nano,1,1,True,True,,
"nano,",0,1,False,True,,
nanobɔ,1,0,True,False,,
nanomu,0,1,False,True,,
nanso,68,22,True,True,,
"nantam,",0,1,False,True,,
nante,0,1,False,True,,
nanteɛ,0,1,False,True,,
nantin,0,1,False,True,,
nantwie,0,5,False,True,,
"nantwinoma,",0,1,False,True,,
nanwanwadeɛ,0,1,False,True,,
"nanwanwadeɛ,",0,1,False,True,,
naomi,1,0,True,False,,
"napaadeɛ,",0,1,False,True,,
nasafohene,0,1,False,True,,
nasase,0,3,False,True,,
nasasewa,0,1,False,True,,
nase.,0,1,False,True,,
nasefoɔ,0,1,False,True,,
nasenem,0,1,False,True,,
nasetena,1,0,True,False,,
naso,0,2,False,True,,
naso?,0,1,False,True,,
nasofoa,1,0,True,False,,
nasomfo,0,1,False,True,,
nasotwe.,0,1,False,True,,
nasrafo,1,0,True,False,,
nasrafoɔ,1,0,True,False,,
nasrifoɔ,1,0,True,False,,
nasuafo,1,0,True,False,,
nasuafoɔ,1,2,True,True,,
"nasɔrefie,",0,1,False,True,,
nasɛdeɛ,1,0,True,False,,
nasɛm,1,2,True,True,,
natadeɛ,0,3,False,True,,
natamfo,0,1,False,True,,
nathan,1,0,True,False,,
natiefo,1,0,True,False,,
"natifi,",0,1,False,True,,
nawofo,1,0,True,False,,
nayeyie,0,1,False,True,,
nayɛyɛdeɛ,0,1,False,True,,
nazifo,1,0,True,False,,
ne,404,671,True,True,,
ne:,0,5,False,True,,
nea,125,0,True,False,,
nebo,0,2,False,True,,
nebusaradan,0,1,False,True,,
negeb,0,2,False,True,,
neko,1,1,True,True,,
nene,1,0,True,False,,
ner,0,1,False,True,,
nesa,1,0,True,False,,
netania,0,1,False,True,,
never,1,0,True,False,,
newlands,1,0,True,False,,
neɛ,1,0,True,False,,
nfii,1,0,True,False,,
ngo,1,5,True,True,,
"ngo,",0,1,False,True,,
ngodua,1,3,True,True,,
ngu,0,3,False,True,,
"ngusoɔ,",0,1,False,True,,
nguu,0,2,False,True,,
ngyekyerɛmu,1,0,True,False,,
nha,0,1,False,True,,
nhahan,0,1,False,True,,
nhaw,1,0,True,False,,
nhennwa,0,2,False,True,,
nhia,1,0,True,False,,
nhohoro,0,1,False,True,,
nhoma,11,0,True,False,,
nhomahodoɔ,1,0,True,False,,
"nhome,",0,1,False,True,,
nhu,3,1,True,True,,
nhunta,0,2,False,True,,
nhunta.,0,1,False,True,,
nhunu,2,0,True,False,,
nhunumu,0,2,False,True,,
"nhunumu,",0,1,False,True,,
nhunumufoɔ,0,1,False,True,,
"nhunumufoɔ,",0,1,False,True,,
nhunuu,0,1,False,True,,
nhuritia,0,1,False,True,,
nhwan,0,1,False,True,,
"nhwehwɛ,",0,1,False,True,,
nhwehwɛmu,4,0,True,False,,
"nhwete,",0,1,False,True,,
nhwiren,1,2,True,True,,
"nhwiren,",0,1,False,True,,
nhwɛ,1,0,True,False,,
nhwɛso,3,0,True,False,,
nhwɛsoɔ,8,0,True,False,,
nhye,1,1,True,True,,
nhye.,0,1,False,True,,
nhyehyɛ,0,1,False,True,,
nhyehyɛe,4,0,True,False,,
nhyehyɛeɛ,5,0,True,False,,
nhyehyɛɛ,1,1,True,True,,
nhyehyɛɛ.,0,1,False,True,,
nhyia,1,0,True,False,,
nhyia.,0,1,False,True,,
nhyiam,5,0,True,False,,
nhyiamu,6,0,True,False,,
"nhyiamu,",0,1,False,True,,
nhyira,4,8,True,True,,
nhyɛ,1,3,True,True,,
nhyɛaseɛ,1,1,True,True,,
ni,12,1,True,True,,
ni.,0,1,False,True,,
ni;,0,1,False,True,,
ni?,0,1,False,True,,
nia,1,0,True,False,,
nidasoɔ,1,0,True,False,,
nidi,3,0,True,False,,
nie,4,0,True,False,,
"nie,",0,9,False,True,,
nie.,0,5,False,True,,
nie:,0,19,False,True,,
nie;,0,1,False,True,,
nie?,0,1,False,True,,
nifa,0,5,False,True,,
nigeria,1,0,True,False,,
nim,5,2,True,True,,
nimdeɛ,2,5,True,True,,
nimdeɛ.,0,1,False,True,,
nimdie,1,0,True,False,,
nimsi,0,1,False,True,,
ninewe.,0,1,False,True,,
ninkufoɔ.,0,1,False,True,,
ninkunu.,0,1,False,True,,
nipa,10,2,True,True,,
nipadua,1,4,True,True,,
nipasu,0,1,False,True,,
nisoɔ,1,0,True,False,,
nisuo,0,1,False,True,,
"nisuo,",0,1,False,True,,
nitan,0,3,False,True,,
niɛ,1,0,True,False,,
nka,14,9,True,True,,
"nkaa,",0,1,False,True,,
nkaedi,3,0,True,False,,
nkaeɛ,0,7,False,True,,
nkakra,3,0,True,False,,
nkakrankakra,1,0,True,False,,
nkaneeɛ,0,1,False,True,,
nkantankoraa,0,2,False,True,,
nkantom,0,1,False,True,,
"nkapo,",0,1,False,True,,
nkata,0,1,False,True,,
nkataho,0,1,False,True,,
"nkataho,",0,1,False,True,,
nkatanimu.,0,1,False,True,,
nkateɛ,0,1,False,True,,
nkatie,1,0,True,False,,
nkekaeɛ,0,1,False,True,,
nkenkan,1,0,True,False,,
nketenkete,1,0,True,False,,
nketewa,1,0,True,False,,
nkitaho,1,0,True,False,,
nko,6,9,True,True,,
"nko,",0,2,False,True,,
nko.,0,1,False,True,,
nkoa,1,14,True,True,,
"nkoa,",0,1,False,True,,
nkoa.,0,1,False,True,,
nkoaa,4,0,True,False,,
nkoasom,1,0,True,False,,
nkoayɛ,0,1,False,True,,
nkokoɔ,0,1,False,True,,
nkom,2,0,True,False,,
nkomhyɛ,1,0,True,False,,
nkona,0,1,False,True,,
nkonim,0,2,False,True,,
nkonim.,0,1,False,True,,
nkonimdie,0,1,False,True,,
nkonimdifoɔ,0,1,False,True,,
nkonta,0,1,False,True,,
nkontompo,0,1,False,True,,
nkorabata,1,0,True,False,,
"nkorɔ,",0,1,False,True,,
nkorɔfo,3,0,True,False,,
nkorɔfoɔ,3,0,True,False,,
nkotokuo,0,3,False,True,,
"nkotokuo,",0,1,False,True,,
nkotosrɛ,0,1,False,True,,
nkrante,1,0,True,False,,
nkrantɛ,0,10,False,True,,
nkrantɛ.,0,1,False,True,,
nkratatwerɛ,1,0,True,False,,
nkron,14,3,True,True,,
nkron.,0,1,False,True,,
